"Country","City","AQI.Value","CO.AQI.Value","Ozone.AQI.Value","NO2.AQI.Value","PM2.5.AQI.Value","Latitude","Longitude"
"Czechia","Chodov",66,1,41,2,66,49.4178263,12.8301371
"Thailand","Chon Daen",34,0,24,0,34,16.1877761,100.8566287
"Spain","Cieza",31,1,31,1,23,43.2230443,-4.1248734
"India","Khatima",151,3,136,0,151,28.9197167,79.9702635
"Poland","Kielce",79,1,36,1,79,50.8719903,20.6310488
"Greece","Kilkis",74,1,46,1,74,40.9935874,22.8741455
"Azerbaijan","Kirovskiy",51,1,41,0,51,NA,NA
"Bangladesh","Kishorganj",66,3,45,3,66,24.4339822,90.7857232
"Finland","Kokkola",29,1,29,2,18,63.8391421,23.1336845
"Netherlands","Kollumerland",34,0,34,0,15,53.2707144,6.2035443
"Japan","Konosu",31,1,31,4,21,36.0657583,139.5221055
"Germany","Korntal Munchingen",52,2,28,6,52,48.8432607,9.1068611
"Palau","Koror",16,0,16,0,7,7.343275,134.4766767
"India","Kotagiri",27,0,21,0,27,11.4230431,76.8658211
"India","Kotma",180,2,59,0,180,23.3213033,81.3836596
"Malaysia","Kuala Perlis",67,2,61,0,67,6.4032926,100.1345543
"Russian Federation","Kulunda",34,1,34,0,30,52.566559,78.935448
"Republic of North Macedonia","Kumanovo",53,1,36,1,53,42.135913,21.7185474
"Germany","Kunzell",66,1,41,1,66,50.5325269,9.7306148
"Croatia","Kutina",63,1,32,1,63,45.483097,16.7755908
"Spain","La Orotava",41,0,41,0,13,28.3898829,-16.5235692
"Germany","Lage",35,1,35,1,35,51.9914084,8.7919583
"United States of America","Lake City",56,1,17,5,56,30.1894252,-82.6394803
"Thailand","Lampang",34,0,23,1,34,18.2899489,99.4958526
"Iran (Islamic Republic of)","Langarud",141,1,41,1,141,NA,NA
"Germany","Langenau",47,1,36,3,47,48.4995693,10.1210951
"France","Laon",59,1,28,3,59,49.564665,3.620686
"Germany","Lauf",52,1,45,2,52,48.6485831,8.1292199
"Suriname","Lelydorp",44,1,18,0,44,5.6935158,-55.2139345
"Serbia","Leskovac",50,1,35,0,50,42.9951304,21.9464271
"Germany","Leutenbach",50,1,38,4,50,49.7096512,11.1720678
"Netherlands","Schijndel",32,1,32,2,25,51.6176954,5.4362541
"Belgium","Schoten",34,1,29,4,34,51.2516344,4.4980446
"Israel","Sederot",65,1,49,2,65,31.526474,34.5969696
"India","Sehore",196,1,37,0,196,23.2049201,77.0845745
"Russian Federation","Severouralsk",31,1,31,0,3,60.15016,59.960517
"United States of America","Shafter",53,2,18,11,53,35.501461,-119.273682
"China","Shuangyang",86,3,86,1,65,43.5226173,125.6578299
"Russian Federation","Sibay",36,1,36,0,25,52.720425,58.665466
"Finland","Siilinjarvi",32,1,32,2,24,63.0743109,27.6623456
"Turkey","Silopi",56,1,56,0,26,37.2491577,42.4707504
"France","Sin Le Noble",51,1,24,5,51,50.3644331,3.1117295
"Singapore","Singapore",91,1,29,4,91,1.2899175,103.8519072
"United States of America","Snyder",79,1,29,0,79,32.7180803,-100.918231
"France","Soisy Sous Montmorency",61,1,25,4,61,48.9875044,2.3002885
"Brazil","Solanea",30,0,16,1,30,-6.7540351,-35.6621943
"Russian Federation","Soldato Aleksandrovskoye",36,1,36,0,30,NA,NA
"Mexico","San Gabriel Casa Blanca",82,2,8,6,82,18.150833,-97.137778
"Colombia","San Pedro De Uraba",18,1,13,0,18,8.2778883,-76.3830793
"Costa Rica","San Ramon",62,2,2,12,62,10.0884731,-84.4708726
"United States of America","Sandwich",35,1,32,4,35,41.7579043,-70.4968152
"France","Sannois",67,1,22,5,67,48.9717267,2.2568296
"Cuba","Santiago De Cuba",70,1,18,7,70,20.0214263,-75.8294928
"Guatemala","Santiago Sacatepequez",122,3,2,10,122,14.6348332,-90.6760466
"Brazil","Sao Gabriel Da Cachoeira",17,1,3,0,17,-0.1249715,-67.0813855
"Brazil","Sao Joao Nepomuceno",78,3,0,6,78,-21.5359158,-43.0151428
"Pakistan","Sarai Naurang",175,2,85,0,175,NA,NA
"Republic of North Macedonia","Saraj",54,1,39,0,54,41.475765,22.7024501
"South Africa","Somerset West",259,12,9,8,259,-34.0822195,18.8489342
"United States of America","Southgate",33,1,33,5,33,42.2037103,-83.2067556
"South Africa","Springs",175,7,12,19,175,-26.2550033,28.4373147
"Serbia","Sremska Kamenica",117,1,43,1,117,45.2232006,19.8434089
"France","Strasbourg",51,2,30,4,51,48.584614,7.7507127
"India","Suchindram",52,0,23,0,52,8.1561337,77.4659904
"Indonesia","Sumenep",51,1,35,0,51,-7.006745,113.8598666
"United States of America","Tavares",94,1,94,0,16,28.8021812,-81.731332
"Japan","Tawaramoto",72,2,20,11,72,34.5566703,135.7945539
"Ukraine","Terebovlya",59,1,44,0,59,NA,NA
"Turkey","Terme",37,1,37,0,30,41.2090393,36.9721685
"Italy","Terranuova Bracciolini",69,1,69,0,43,43.551208,11.5858271
"United States of America","Terre Haute",62,1,38,3,62,39.4667025,-87.4139119
"United States of America","Thornton",45,1,31,5,45,39.8695516,-104.985181
"United States of America","Tonawanda",38,1,30,1,38,43.020679,-78.878383
"United States of America","Tooele",50,1,41,1,50,40.5307776,-112.29828
"Russian Federation","Tselina",45,1,45,0,21,46.533634,41.028214
"India","Tufanganj",151,5,14,10,151,26.3139208,89.6665579
"Colombia","Tulua",31,1,15,0,31,4.0856667,-76.1972779
"United Republic of Tanzania","Tumbi",20,0,20,0,17,-5.0761457,32.6927257
"India","Tundla",180,6,39,13,180,27.2132859,78.2371117
"Russian Federation","Turinsk",43,1,43,0,32,58.0525487,63.6908787
"United States of America","Twinsburg",53,1,39,2,53,41.3125552,-81.4401129
"Mexico","Uman",59,1,21,1,59,20.8813693,-89.7461864
"Austria","Wels",75,1,55,0,75,48.1565472,14.0243752
"Germany","Wennigsen",44,1,44,0,32,52.2762744,9.5671846
"United States of America","Westerly",61,1,43,5,61,41.3775996,-71.8272911
"South Africa","Westonaria",158,5,19,14,158,-26.3177778,27.6519444
"Switzerland","Wettingen",58,1,55,0,58,47.465839,8.3266114
"United States of America","White Bear Lake",51,1,30,1,51,45.0838098,-93.0069304
"United States of America","White Center",52,1,27,7,52,47.5164297,-122.355739
"United States of America","Wixom",57,1,32,2,57,42.5246873,-83.5363637
"Netherlands","Woerden",40,1,40,0,31,52.0859261,4.8832939
"Germany","Wolfenbuttel",44,1,44,0,35,52.1625283,10.5348215
"Croatia","Virovitica",62,1,56,0,62,45.8331404,17.3853376
"United States of America","Visalia",53,2,20,4,53,36.3302284,-119.292058
"Madagascar","Vohibinany",55,1,12,0,55,NA,NA
"Netherlands","Voorhout",38,1,38,1,33,52.2244226,4.4886562
"Netherlands","Waalwijk",40,1,40,0,39,51.6873372,5.0173079
"Australia","Wagga Wagga",19,0,15,2,19,-35.115,147.3677778
"Germany","Wald Michelbach",62,1,59,0,62,49.5497,8.843
"Germany","Weilerswist",56,1,47,0,56,50.7580669,6.8407873
"China","Xinzhi",152,4,25,20,152,36.5042919,111.6991117
"China","Xiuyan",51,2,43,2,51,40.2877445,123.2759154
"United States of America","Ironton",71,2,43,5,71,46.4774631,-93.9777621
"Japan","Isehara",37,1,37,2,16,35.4030614,139.3150172
"United States of America","Iselin",94,3,20,20,94,40.5724913,-74.316325
"Brazil","Itarare",55,1,13,1,55,-24.1145368,-49.3352464
"Brazil","Itarema",45,0,22,0,45,-2.9224684,-39.9152184
"Belarus","Ivanava",33,1,33,1,20,52.1459395,25.5326538
"India","Jamnagar",132,0,27,0,132,22.4732415,70.0552102
"India","Jaswantnagar",211,2,98,1,211,26.1787004,78.7868017
"India","Jatara",199,1,50,0,199,25.0111321,79.061625
"China","Jiangyin",169,5,169,9,155,31.9215518,120.2808847
"China","Jieshi",168,3,168,2,84,22.8199625,115.8259338
"Brazil","Joao Pinheiro",22,1,10,1,22,-17.742777,-46.175278
"Lebanon","Jubayl",71,1,45,3,71,33.12119,35.4288802
"Mexico","Juchitan",69,2,17,2,69,16.4298345,-95.0323175
"Thailand","Kaeng Khlo",39,1,28,0,39,NA,NA
"India","Kairana",156,3,156,1,154,29.394447,77.2052786
"Greece","Kamateron",51,1,45,0,51,NA,NA
"Pakistan","Kamir",182,2,128,1,182,30.4291343,73.044632
"Democratic Republic of the Congo","Kaniama",266,12,43,13,266,-7.5094813,24.1715794
"Turkey","Karabuk",38,1,38,0,38,41.1955402,32.6231154
"Indonesia","Karanganyar",72,1,35,0,72,-7.5975877,110.946872
"Kenya","Karuri",76,2,29,1,76,-0.713372,37.035695
"Indonesia","Kasihan",57,1,33,0,57,-7.8147202,110.3335862
"Japan","Kawanishi",50,1,43,3,50,34.8301826,135.4172191
"United States of America","Kaysville",32,1,26,5,32,41.0349847,-111.9383931
"United States of America","Kenosha",58,2,23,14,58,42.5846773,-87.8212263
"India","Daryapur",113,1,39,0,113,20.9244231,77.3240074
"India","Dasna",165,4,144,2,165,NA,NA
"India","Daurala",160,3,118,1,160,29.1149252,77.7054571
"France","Denain",59,1,32,3,59,50.3270926,3.3943729
"India","Dhanbad",128,3,78,1,128,23.7952809,86.4309638
"India","Dibai",162,3,131,2,162,28.205448,78.260716
"Russian Federation","Divnogorsk",36,1,36,0,18,55.959644,92.37542
"United Republic of Tanzania","Dongobesh",19,0,17,0,19,-4.0724564,35.3692544
"Czechia","Dvur Kralove",75,1,40,1,75,50.4319898,15.8139714
"United States of America","Eastchester",79,2,15,23,79,40.9610563,-73.8064739
